investigation: investigation+N+SG
dormitories: dormitory+N+PL
progress: progress+N+SG
loans: loan+N+PL
science: Invalid Word
languages: language+N+PL
mathematics: mathematic+N+PL
agencies: agency+N+PL
corps: corp+N+PL
$40,000,000: $40,000,000+N+SG
$26,000,000: $26,000,000+N+SG
universities: university+N+PL
stage: stage+N+SG
interview: interview+N+SG
Interviews: interview+N+PL
confusion: confusion+N+SG
goals: goal+N+PL
churchmen: churchmen+N+SG
example: example+N+SG
month: month+N+SG
missionary: missionary+N+SG
hotel: hotel+N+SG
owner: owner+N+SG
overseas: oversea+N+PL
separation: separation+N+SG
mood: mood+N+SG
banker: banker+N+SG
$1,000,000,000: $1,000,000,000+N+SG
estimates: estimate+N+PL
beginning: beginning+N+SG
technicians: technician+N+PL
experts: expert+N+PL
role: role+N+SG
premium: premium+N+SG
strength: strength+N+SG
jobs: job+N+PL
inhabitants: inhabitant+N+PL
panel: panel+N+SG
fairs: fair+N+PL
ficer: ficer+N+SG
economist: economist+N+SG
kingdom: kingdom+N+SG
decision: decision+N+SG
neutralists: neutralist+N+PL
joint: joint+N+SG
delegations: delegation+N+PL
agreement: agreement+N+SG
task: task+N+SG
diplomats: diplomat+N+PL
round: round+N+SG
consultations: consultation+N+PL
tactics: tactic+N+PL
pace: pace+N+SG
agenda: agenda+N+SG
principles: principle+N+PL
factors: factor+N+PL
search: search+N+SG
Appointment: appointment+N+SG
promotion: promotion+N+SG
manager: manager+N+SG
company: company+N+SG
commercial: commercial+N+SG
artist: artist+N+SG
native: native+N+SG
Thousands: thousand+N+PL
seats: seat+N+PL
inaugural: inaugural+N+SG
parade: parade+N+SG
weather: weather+N+SG
hundreds: hundred+N+PL
thoroughfare: thoroughfare+N+SG
ceremonies: ceremony+N+PL
street: street+N+SG
standpoint: standpoint+N+SG
viewpoint: viewpoint+N+SG
avenue: avenue+N+SG
buildings: building+N+PL
shrines: Invalid Word
monuments: monument+N+PL
course: course+N+SG
walk: walk+N+SG
block: block+N+SG
chapters: chapter+N+PL
fragettes: fragette+N+PL
soldiers: soldier+N+PL
records: record+N+PL
Street: street+N+SG
car: car+N+SG
tracks: track+N+PL
center: center+N+SG
spectators: spectator+N+PL
vantage: vantage+N+SG
square: square+N+SG
statues: statue+N+PL
hero: hero+N+SG
branches: branch+N+PL
Division: division+N+SG
academies: academy+N+PL
representations: representation+N+PL
admission: admission+N+SG
union: union+N+SG
reserve: reserve+N+SG
trust: trust+N+SG
territories: territory+N+PL
developments: development+N+PL
scene: Invalid Word
script: Invalid Word
unpredictability: unpredictability+N+SG
helm: helm+N+SG
foes: foe+N+PL
friends: friend+N+PL
edges: edge+N+PL
headache: headache+N+SG
stream: stream+N+SG
commitments: commitment+N+PL
quest: quest+N+SG
scramble: Invalid Word
lawmakers: lawmaker+N+PL
honeymoon: honeymoon+N+SG
decade: decade+N+SG
odds: odd+N+PL
companionship: Invalid Word
$22.50: $22.50+N+SG
diem: diem+N+SG
seat: seat+N+SG
eyes: eye+N+PL
crossroads: crossroad+N+PL
camps: camp+N+PL
loyalists: loyalist+N+PL
independents: independent+N+PL
wreck: wreck+N+SG
loyalist: loyalist+N+SG
ranks: rank+N+PL
functionary: functionary+N+SG
patronage: patronage+N+SG
solidarity: solidarity+N+SG
picture: picture+N+SG
Reports: report+N+PL
theme: theme+N+SG
peace: peace+N+SG
harmony: harmony+N+SG
stresses: stress+N+PL
segregation: segregation+N+SG
finances: finance+N+PL
transition: transition+N+SG
revenues: revenue+N+PL
tardiness: tardiness+N+SG
dedication: dedication+N+SG
shortage: Invalid Word
cash: Invalid Word
defeat: defeat+N+SG
$28: $28+N+SG
fectiveness: fectiveness+N+SG
inconsistencies: inconsistency+N+PL
normalcy: Invalid Word
hands: hand+N+PL
integration: integration+N+SG
towel: towel+N+SG
sort: sort+N+SG
politicos: politico+N+PL
notion: notion+N+SG
Passage: passage+N+SG
conclusion: conclusion+N+SG
purposes: purpos+N+PL
consonance: consonance+N+SG
dilemma: dilemma+N+SG
constitution: constitution+N+SG
introduction: introduction+N+SG
expenses: expens+N+PL
stab: stab+N+SG
raiser: raiser+N+SG
prospect: prospect+N+SG
approach: approach+N+SG
alternatives: alternative+N+PL
might: might+N+SG
trims: trim+N+PL
allegations: allegation+N+PL
followers: follower+N+PL
filiations: filiation+N+PL
bids: bid+N+PL
inside: inside+N+SG
Estimates: estimate+N+PL
loss: loss+N+SG
$344,000: $344,000+N+SG
$200,000: $200,000+N+SG
contractors: contractor+N+PL
shortcuts: Invalid Word
disclosures: Invalid Word
$172,400: $172,400+N+SG
contract: contract+N+SG
signature: signature+N+SG
architecture: architecture+N+SG
engineering: engineering+N+SG
vouchers: voucher+N+PL
charges: charge+N+PL
contractor: contractor+N+SG
disagreement: disagreement+N+SG
recovery: recovery+N+SG
morning: morning+N+SG
PTC: ptc+N+SG
reorganization: reorganization+N+SG
bankruptcy: Invalid Word
directors: director+N+PL
Business: business+N+SG
claim: claim+N+SG
violations: violation+N+PL
expansion: expansion+N+SG
joints: joint+N+PL
overhauling: overhauling+N+SG
repairs: repair+N+PL
$500: $500+N+SG
$600: $600+N+SG
$2400: $2400+N+SG
$3100: $3100+N+SG
$37,500: $37,500+N+SG
headline: headline+N+SG
City: city+N+SG
$172,000: $172,000+N+SG
transit: transit+N+SG
occupancy: Invalid Word
rates: rate+N+PL
hotels: hotel+N+PL
percent: percent+N+SG
objection: objection+N+SG
rooms: room+N+PL
$5000: $5000+N+SG
testimony: testimony+N+SG
permits: permit+N+PL
$740,000: $740,000+N+SG
$2,330,000: $2,330,000+N+SG
houses: hous+N+PL
dwellings: dwelling+N+PL
renewal: renewal+N+SG
accomodations: accomodation+N+PL
apartment: apartment+N+SG
$457,000: $457,000+N+SG
behalf: behalf+N+SG
association: association+N+SG
dog: dog+N+SG
dogs: dog+N+PL
males: male+N+PL
females: female+N+PL
owners: owner+N+PL
animal: animal+N+SG
$1: $1+N+SG
15,000: 15,000+N+SG
$43,000: $43,000+N+SG
$67,000: $67,000+N+SG
$15,000: $15,000+N+SG
catchers: catcher+N+PL
bites: bite+N+PL
schedule: Invalid Word
Petitions: petition+N+PL
widow: widow+N+SG
manslaughter: manslaughter+N+SG
probation: probation+N+SG
sentence: sentence+N+SG
V: v+N+SG
ictim: ictim+N+SG
accident: accident+N+SG
agreements: agreement+N+PL
redevelopers: redeveloper+N+PL
$300,000,000: $300,000,000+N+SG
hazards: hazard+N+PL
pedestrians: pedestrian+N+PL
acre: acre+N+SG
tract: tract+N+SG
$12,192,865: $12,192,865+N+SG
row: row+N+SG
garden: garden+N+SG
apartments: apartment+N+PL
parks: park+N+PL
churches: church+N+PL
clusters: cluster+N+PL
corporation: corporation+N+SG
builder: builder+N+SG
builders: builder+N+PL
planner: planner+N+SG
sectors: sector+N+PL
walkways: walkway+N+PL
esplanade: esplanade+N+SG
length: length+N+SG
pedestrian: pedestrian+N+SG
bridges: bridge+N+PL
bomb: bomb+N+SG
figure: figure+N+SG
representation: representation+N+SG
fighters: fighter+N+PL
teamsters: teamster+N+PL
fractures: fracture+N+PL
ankles: ankle+N+PL
battalion: battalion+N+SG
model: model+N+SG
driveway: driveway+N+SG
ignition: ignition+N+SG
flash: Invalid Word
sons: son+N+PL
boy: boy+N+SG
blast: blast+N+SG
bed: bed+N+SG
wall: wall+N+SG
hood: hood+N+SG
roof: roof+N+SG
front: front+N+SG
wheel: wheel+N+SG
Police: police+N+SG
laboratory: laboratory+N+SG
device: device+N+SG
TNT: tnt+N+SG
nitroglycerine: nitroglycerine+N+SG
starter: starter+N+SG
target: target+N+SG
dissension: dissension+N+SG
critic: critic+N+SG
firemen: firemen+N+SG
reward: reward+N+SG
bombing: bombing+N+SG
guards: guard+N+PL
emergency: Invalid Word
bargaining: bargaining+N+SG
threat: threat+N+SG
army: army+N+SG
junta: junta+N+SG
overthrow: overthrow+N+SG
deadline: deadline+N+SG
protocol: protocol+N+SG
pledges: pledge+N+PL
Party: party+N+SG
solution: solution+N+SG
graduate: graduate+N+SG
father: father+N+SG
structure: structure+N+SG
office: office+N+SG
challenge: challenge+N+SG
paths: path+N+PL
society: society+N+SG
ritiuality: ritiuality+N+SG
loyalty: loyalty+N+SG
detriment: detriment+N+SG
patience: patience+N+SG
century: century+N+SG
doors: door+N+PL
peoples: people+N+PL
reason: reason+N+SG
goods: good+N+PL
products: product+N+PL
total: total+N+SG
advice: advice+N+SG
coordination: coordination+N+SG
plea: plea+N+SG
planning: planning+N+SG
disaster: disaster+N+SG
voice: voice+N+SG
following: following+N+SG
faith: faith+N+SG
evacuation: evacuation+N+SG
lots: lot+N+PL
mothers: mother+N+PL
greeting: greeting+N+SG
reception: reception+N+SG
capitol: capitol+N+SG
noon: noon+N+SG
swearing: swearing+N+SG
game: game+N+SG
blueprints: blueprint+N+PL
specifications: specification+N+PL
workshop: Invalid Word
$3.5: $3.5+N+SG
Board: board+N+SG
advisory: advisory+N+SG
$581,000: $581,000+N+SG
dinner: dinner+N+SG
speakers: speaker+N+PL
Polls: poll+N+PL
beliefs: belief+N+PL
grasp: grasp+N+SG
delegates: delegate+N+PL
face: face+N+SG
trends: trend+N+PL
belief: belief+N+SG
dependence: dependence+N+SG
bulwark: bulwark+N+SG
fundamentalism: fundamentalism+N+SG
compromise: compromise+N+SG
truths: truth+N+PL
lives: live+N+PL
editing: editing+N+SG
clarification: clarification+N+SG
denomination: denomination+N+SG
scriptures: Invalid Word
revelation: revelation+N+SG
conduct: conduct+N+SG
miracles: miracle+N+PL
cross: cross+N+SG
resurrection: resurrection+N+SG
exaltation: exaltation+N+SG
Election: election+N+SG
missions: mission+N+PL
Surveys: survey+N+PL
contact: contact+N+SG
babies: baby+N+PL
immigrant: immigrant+N+SG
light: light+N+SG
vision: vision+N+SG
ability: ability+N+SG
capsule: capsule+N+SG
centers: center+N+PL
pioneer: pioneer+N+SG
pastors: pastor+N+PL
volunteers: volunteer+N+PL
laymen: laymen+N+SG
graduates: graduate+N+PL
apprentices: apprentice+N+PL
motions: motion+N+PL
fraud: fraud+N+SG
Denials: denial+N+PL
dismissal: dismissal+N+SG
mistrial: mistrial+N+SG
acquittal: acquittal+N+SG
striking: striking+N+SG
verdict: verdict+N+SG
mass: mass+N+SG
trials: trial+N+PL
conspirators: conspirator+N+PL
Attorney: attorney+N+SG
defendant: defendant+N+SG
proof: proof+N+SG
mails: mail+N+PL
distinction: distinction+N+SG
clubs: club+N+PL
exhibition: Invalid Word
Indications: indication+N+PL
top: top+N+SG
draught: draught+N+SG
frames: frame+N+PL
righthander: righthander+N+SG
middle: middle+N+SG
drive: drive+N+SG
pennant: pennant+N+SG
A's: a'+N+PL
hits: hit+N+PL
hurler: hurler+N+SG
contest: contest+N+SG
batters: batter+N+PL
deadlock: deadlock+N+SG
homer: homer+N+SG
solo: solo+N+SG
runs: run+N+PL
starts: start+N+PL
Catcher: catcher+N+SG
throw: throw+N+SG
effort: effort+N+SG
dirt: dirt+N+SG
catcher: catcher+N+SG
run: run+N+SG
Rookie: rookie+N+SG
southpaw: southpaw+N+SG
start: start+N+SG
tally: tally+N+SG
baseman: baseman+N+SG
pitch: pitch+N+SG
single: single+N+SG
glove: glove+N+SG
plate: plate+N+SG
powderpuf: powderpuf+N+SG
fashion: Invalid Word
blows: blow+N+PL
ferings: fering+N+PL
pitchers: pitcher+N+PL
doubles: double+N+PL
pair: pair+N+SG
mound: mound+N+SG
chores: chore+N+PL
club: club+N+SG
appearance: appearance+N+SG
triumph: triumph+N+SG
safeties: safety+N+PL
double: double+N+SG
fence: fence+N+SG
balls: ball+N+PL
bunt: bunt+N+SG
grass: grass+N+SG
pitches: pitch+N+PL
inning: inning+N+SG
tallies: tally+N+PL
hole: hole+N+SG
shot: Invalid Word
ball: ball+N+SG
error: error+N+SG
runners: runner+N+PL
blow: blow+N+SG
triple: triple+N+SG
play: play+N+SG
rundown: rundown+N+SG
scoring: Invalid Word
batter: batter+N+SG
toss: toss+N+SG
scoreboard: Invalid Word
hit: hit+N+SG
streak: streak+N+SG
champion: champion+N+SG
flavor: flavor+N+SG
news: new+N+PL
military: military+N+SG
homers: homer+N+PL
freshman: Invalid Word
average: average+N+SG
squad: squad+N+SG
players: player+N+PL
shortstop: Invalid Word
spectator: spectator+N+SG
pounds: pound+N+PL
weight: weight+N+SG
camp: camp+N+SG
surprise: surprise+N+SG
sensation: sensation+N+SG
whiz: whiz+N+SG
fielding: fielding+N+SG
hitters: hitter+N+PL
workout: workout+N+SG
opening: opening+N+SG
knuckleball: knuckleball+N+SG
specialists: specialist+N+PL
champions: champion+N+PL
rookie: rookie+N+SG
farm: farm+N+SG
encounter: encounter+N+SG
crowds: crowd+N+PL
games: game+N+PL
coach: coach+N+SG
Pitcher: pitcher+N+SG
hitch: hitch+N+SG
wintertime: wintertime+N+SG
contingent: contingent+N+SG
coaches: coach+N+PL
ride: ride+N+SG
sacker: sacker+N+SG
bat: bat+N+SG
teammates: teammate+N+PL
pitching: pitching+N+SG
hurlers: hurler+N+PL
nightfall: nightfall+N+SG
flight: flight+N+SG
ramp: ramp+N+SG
damage: damage+N+SG
wing: wing+N+SG
plane: plane+N+SG
someplace: someplace+N+SG
filly: filly+N+SG
colts: colt+N+PL
$4,500: $4,500+N+SG
$7.20: $7.20+N+SG
stages: stage+N+PL
speed: speed+N+SG
stretch: stretch+N+SG
furlongs: furlong+N+PL
lead: lead+N+SG
wire: wire+N+SG
sun: sun+N+SG
wind: wind+N+SG
condition: condition+N+SG
celebrants: celebrant+N+PL
$842,617: $842,617+N+SG
stewards: steward+N+PL
apprentice: apprentice+N+SG
horses: hors+N+PL
races: race+N+PL
allowance: allowance+N+SG
$10,000: $10,000+N+SG
meet: meet+N+SG
duel: duel+N+SG
clocking: clocking+N+SG
king: king+N+SG
yards: yard+N+PL
mark: mark+N+SG
thirds: third+N+PL
straightaway: straightaway+N+SG
turn: turn+N+SG
season: season+N+SG
thrill: thrill+N+SG
woman: woman+N+SG
housewife: housewife+N+SG
tenths: tenth+N+PL
second: second+N+SG
relief: relief+N+SG
quarterback: quarterback+N+SG
knee: knee+N+SG
swelling: swelling+N+SG
physician: physician+N+SG
halfback: halfback+N+SG
plays: play+N+PL
Time: time+N+SG
veteran: veteran+N+SG
clock: clock+N+SG
kick: kick+N+SG
nose: nose+N+SG
guard: guard+N+SG
hip: hip+N+SG
pads: pad+N+PL
tries: try+N+PL
string: string+N+SG
conversions: conversion+N+PL
slaughter: slaughter+N+SG
roster: roster+N+SG
senior: senior+N+SG
muscle: Invalid Word
thigh: thigh+N+SG
leg: leg+N+SG
playof: playof+N+SG
injury: injury+N+SG
net: net+N+SG
pass: pass+N+SG
Place: place+N+SG
kicking: kicking+N+SG
feel: feel+N+SG
boys: boy+N+PL
Practice: practice+N+SG
timing: timing+N+SG
golf: golf+N+SG
practice: practice+N+SG
yardage: yardage+N+SG
completions: completion+N+PL
attempts: attempt+N+PL
Tailback: tailback+N+SG
sophomore: sophomore+N+SG
kickof: kickof+N+SG
touchdown: touchdown+N+SG
Wingback: wingback+N+SG
SMU: smu+N+SG
kids: kid+N+PL
Assistant: assistant+N+SG
gratification: gratification+N+SG
performances: performance+N+PL
interference: interference+N+SG
stops: stop+N+PL
fumble: fumble+N+SG
fullback: fullback+N+SG
thrusts: thrust+N+PL
screen: Invalid Word
yard: yard+N+SG
ligament: ligament+N+SG
opener: opener+N+SG
lot: lot+N+SG
film: film+N+SG
reserves: reserve+N+PL
scrimmage: Invalid Word
drill: drill+N+SG
tackle: tackle+N+SG
treatment: treatment+N+SG
rain: rain+N+SG
mud: mud+N+SG
End: end+N+SG
LSU: lsu+N+SG
idleness: idleness+N+SG
ankle: ankle+N+SG
Halfback: halfback+N+SG
TCU's: tcu'+N+PL
reckonings: reckoning+N+PL
collectors: collector+N+PL
quarterbacks: quarterback+N+PL
upset: upset+N+SG
luck: luck+N+SG
fullbacking: fullbacking+N+SG
star: star+N+SG
linebackers: linebacker+N+PL
movies: movy+N+PL
passes: pass+N+PL
touchdowns: touchdown+N+PL
strikes: strike+N+PL
tactic: tactic+N+SG
break: break+N+SG
book: book+N+SG
dent: dent+N+SG
statistics: statistic+N+PL
spree: spree+N+SG
SWC: swc+N+SG
tosses: toss+N+PL
TCU: tcu+N+SG
bulge: bulge+N+SG
loop: loop+N+SG
averages: average+N+PL
checks: check+N+PL
liveliness: liveliness+N+SG
baseballs: baseball+N+PL
leagues: league+N+PL
tests: test+N+PL
pinpoint: pinpoint+N+SG
lefthander: lefthander+N+SG
command: command+N+SG
viewers: viewer+N+PL
pack: pack+N+SG
innings: inning+N+PL
characteristic: characteristic+N+SG
bases: bas+N+PL
smash: Invalid Word
putout: putout+N+SG
leftfield: leftfield+N+SG
rightfield: rightfield+N+SG
infield: infield+N+SG
roller: roller+N+SG
outfield: outfield+N+SG
flies: fly+N+PL
grounder: grounder+N+SG
arm: arm+N+SG
refocusing: refocusing+N+SG
lights: light+N+PL
organ: organ+N+SG
dancer: dancer+N+SG
lightweight: lightweight+N+SG
last: last+N+SG
liner: liner+N+SG
fans: fan+N+PL
chopper: chopper+N+SG
pop: pop+N+SG
fly: fly+N+SG
sacrifice: sacrifice+N+SG
bottom: bottom+N+SG
baseball: baseball+N+SG
newsman: newsman+N+SG
reflexes: reflex+N+PL
walkout: walkout+N+SG
train: train+N+SG
newsmen: newsmen+N+SG
trip: trip+N+SG
chances: chance+N+PL
streamliner: streamliner+N+SG
compartment: compartment+N+SG
conductor: conductor+N+SG
magazine: magazine+N+SG
while: while+N+SG
keyhole: keyhole+N+SG
writer: writer+N+SG
grip: grip+N+SG
masses: mass+N+PL
heroics: heroic+N+PL
tongues: tongue+N+PL
masterpiece: masterpiece+N+SG
feats: feat+N+PL
pastime: pastime+N+SG
achievements: achievement+N+PL
hearts: heart+N+PL
stimulant: stimulant+N+SG
guys: guy+N+PL
milestone: milestone+N+SG
rookies: rooky+N+PL
leaguer: leaguer+N+SG
laurels: laurel+N+PL
lefthanders: lefthander+N+PL
pitcher: pitcher+N+SG
player: player+N+SG
guy: guy+N+SG
clubhouse: clubhouse+N+SG
sluggers: slugger+N+PL
span: span+N+SG
trick: trick+N+SG
argument: argument+N+SG
merits: merit+N+PL
fan: fan+N+SG
ace: ace+N+SG
seasons: season+N+PL
lifetime: lifetime+N+SG
park: park+N+SG
mystery: mystery+N+SG
slump: slump+N+SG
arrangement: arrangement+N+SG
blackout: blackout+N+SG
rulers: ruler+N+PL
CBS: cb+N+PL
network: network+N+SG
NBC: nbc+N+SG
afternoons: afternoon+N+PL
harm: harm+N+SG
dissatisfaction: dissatisfaction+N+SG
video: video+N+SG
romp: romp+N+SG
barrage: barrage+N+SG
finale: finale+N+SG
injuries: injury+N+PL
champs: champ+N+PL
replacement: replacement+N+SG
loser: loser+N+SG
bleachers: bleacher+N+PL
feat: feat+N+SG
$20,000: $20,000+N+SG
$25,000: $25,000+N+SG
ends: end+N+PL
selection: selection+N+SG
permission: permission+N+SG
entry: entry+N+SG
aerials: aerial+N+PL
advocate: advocate+N+SG
lineman: lineman+N+SG
ceremony: ceremony+N+SG
championship: Invalid Word
officials: official+N+PL
silver: silver+N+SG
cuf: cuf+N+SG
flinks: flink+N+PL
award: award+N+SG
awards: award+N+PL
show: Invalid Word
dais: dai+N+PL
sports: sport+N+PL
columnist: columnist+N+SG
writers: writer+N+PL
personalities: personality+N+PL
skit: skit+N+SG
dance: dance+N+SG
song: song+N+SG
background: background+N+SG
departure: departure+N+SG
barriers: barrier+N+PL
disappointments: disappointment+N+PL
formation: formation+N+SG
franchise: franchise+N+SG
majors: major+N+PL
stadium: stadium+N+SG
lease: lease+N+SG
outfielder: outfielder+N+SG
winner: winner+N+SG
raise: raise+N+SG
matches: match+N+PL
amateur: amateur+N+SG
sponsorship: Invalid Word
charity: charity+N+SG
tournaments: tournament+N+PL
comeback: comeback+N+SG
$80,738: $80,738+N+SG
prize: prize+N+SG
duf: duf+N+SG
fer: fer+N+SG
human: human+N+SG
incompetents: incompetent+N+PL
abandonment: abandonment+N+SG
sport: sport+N+SG
frustrations: frustration+N+PL
despair: despair+N+SG
paragon: paragon+N+SG
perfection: perfection+N+SG
sacrilege: sacrilege+N+SG
hope: hope+N+SG
yen: yen+N+SG
athletics: athletic+N+PL
golfer: golfer+N+SG
par: par+N+SG
open: open+N+SG
crusher: Invalid Word
pixies: pixy+N+PL
zombies: zomby+N+PL
banshees: Invalid Word
